index,id
242,DB00564
243,DB00569
244,DB00570
245,DB00571
246,DB00572
247,DB00573
248,DB00575
249,DB00583
250,DB00584
251,DB00585
252,DB00586
253,DB00588
254,DB00589
255,DB00590
256,DB00591
257,DB00593
258,DB00594
259,DB00596
260,DB00598
261,DB00603
262,DB00604
263,DB00605
264,DB00608
265,DB00611
266,DB00612
267,DB00619
268,DB00620
269,DB00622
270,DB00623
271,DB00624
272,DB00627
273,DB00630
274,DB00631
275,DB00635
276,DB00636
277,DB00637
278,DB00638
279,DB00640
280,DB00641
281,DB00642
282,DB00644
283,DB00647
284,DB00650
285,DB00651
286,DB00652
287,DB00653
288,DB00654
289,DB00655
290,DB00657
291,DB00659
292,DB00661
293,DB00663
294,DB00668
295,DB00669
296,DB00672
297,DB00674
298,DB00675
299,DB00678
300,DB00679
301,DB00682
302,DB00686
303,DB00687
304,DB00691
305,DB00692
306,DB00694
307,DB00695
308,DB00696
309,DB00697
310,DB00699
311,DB00704
312,DB00706
313,DB00710
314,DB00712
315,DB00714
316,DB00715
317,DB00716
318,DB00717
319,DB00719
320,DB00721
321,DB00722
322,DB00724
323,DB00727
324,DB00731
325,DB00733
326,DB00734
327,DB00736
328,DB00741
329,DB00744
330,DB00745
331,DB00747
332,DB00748
333,DB00749
334,DB00750
335,DB00751
336,DB00754
337,DB00755
338,DB00757
339,DB00758
340,DB00759
341,DB00762
342,DB00763
343,DB00764
344,DB00765
345,DB00767
346,DB00768
347,DB00770
348,DB00771
349,DB00773
350,DB00775
351,DB00776
352,DB00780
353,DB00783
354,DB00784
355,DB00787
356,DB00788
357,DB00790
358,DB00794
359,DB00795
360,DB00796
361,DB00800
362,DB00804
363,DB00806
364,DB00808
365,DB00810
366,DB00813
367,DB00814
368,DB00816
369,DB00819
370,DB00820
371,DB00822
372,DB00829
373,DB00831
374,DB00834
375,DB00835
376,DB00839
377,DB00843
378,DB00844
379,DB00846
380,DB00847
381,DB00848
382,DB00851
383,DB00852
384,DB00853
385,DB00856
386,DB00859
387,DB00860
388,DB00861
389,DB00863
390,DB00864
391,DB00865
392,DB00868
393,DB00869
394,DB00871
395,DB00873
396,DB00876
397,DB00880
398,DB00881
399,DB00882
400,DB00883
401,DB00884
402,DB00887
403,DB00888
404,DB00889
405,DB00898
406,DB00899
407,DB00903
408,DB00904
409,DB00905
410,DB00906
411,DB00907
412,DB00908
413,DB00909
414,DB00912
415,DB00915
416,DB00917
417,DB00918
418,DB00920
419,DB00921
420,DB00924
421,DB00925
422,DB00927
423,DB00928
424,DB00929
425,DB00933
426,DB00936
427,DB00937
428,DB00938
429,DB00939
430,DB00945
431,DB00947
432,DB00949
433,DB00950
434,DB00952
435,DB00953
436,DB00956
437,DB00957
438,DB00958
439,DB00959
440,DB00960
441,DB00963
442,DB00966
443,DB00967
444,DB00968
445,DB00969
446,DB00972
447,DB00973
448,DB00975
449,DB00977
450,DB00982
451,DB00983
452,DB00984
453,DB00987
454,DB00988
455,DB00989
456,DB00990
457,DB00991
458,DB00992
459,DB00993
460,DB00995
461,DB00996
462,DB00997
463,DB00998
464,DB00999
465,DB01001
466,DB01002
467,DB01003
468,DB01005
469,DB01006
470,DB01008
471,DB01009
472,DB01012
473,DB01013
474,DB01014
475,DB01016
476,DB01017
477,DB01018
478,DB01019
479,DB01020
480,DB01023
481,DB01026
482,DB01029
483,DB01030
484,DB01033
485,DB01035
486,DB01037
487,DB01039
488,DB01041
489,DB01042
490,DB01043
491,DB01045
492,DB01046
493,DB01050
494,DB01058
495,DB01062
496,DB01063
497,DB01064
498,DB01065
499,DB01067
500,DB01068
501,DB01069
502,DB01070
503,DB01071
504,DB01072
505,DB01073
506,DB01075
507,DB01076
508,DB01077
509,DB01080
510,DB01083
511,DB01084
512,DB01085
513,DB01086
514,DB01088
515,DB01095
516,DB01098
517,DB01099
518,DB01101
519,DB01104
520,DB01105
521,DB01106
522,DB01110
523,DB01113
524,DB01114
525,DB01115
526,DB01118
527,DB01120
528,DB01122
529,DB01124
530,DB01125
531,DB01128
532,DB01129
533,DB01132
534,DB01133
535,DB01136
536,DB01137
537,DB01142
538,DB01143
539,DB01144
540,DB01146
541,DB01148
542,DB01151
543,DB01156
544,DB01157
545,DB01161
546,DB01162
547,DB01165
548,DB01167
549,DB01169
550,DB01170
551,DB01173
552,DB01174
553,DB01175
554,DB01176
555,DB01177
556,DB01181
557,DB01182
558,DB01185
559,DB01186
560,DB01188
561,DB01189
562,DB01192
563,DB01193
564,DB01194
565,DB01195
566,DB01196
567,DB01197
568,DB01200
569,DB01202
570,DB01203
571,DB01204
572,DB01210
573,DB01214
574,DB01216
575,DB01217
576,DB01219
577,DB01221
578,DB01222
579,DB01223
580,DB01224
581,DB01225
582,DB01228
583,DB01229
584,DB01231
585,DB01232
586,DB01233
587,DB01234
588,DB01235
589,DB01237
590,DB01238
591,DB01240
592,DB01241
593,DB01242
594,DB01244
595,DB01246
596,DB01248
597,DB01250
598,DB01254
599,DB01255
600,DB01258
601,DB01259
602,DB01260
603,DB01261
604,DB01262
605,DB01267
606,DB01268
607,DB01275
608,DB01283
609,DB01291
610,DB01296
611,DB01320
612,DB01327
613,DB01351
614,DB01356
615,DB01359
616,DB01364
617,DB01367
618,DB01390
619,DB01394
620,DB01395
621,DB01399
622,DB01400
623,DB01403
624,DB01406
625,DB01410
626,DB01427
627,DB01440
628,DB01551
629,DB01576
630,DB01577
631,DB01579
632,DB01590
633,DB01611
634,DB01620
635,DB01623
636,DB01628
637,DB02546
638,DB04571
639,DB04844
640,DB04861
641,DB04865
642,DB04868
643,DB05271
644,DB06196
645,DB06201
646,DB06268
647,DB06287
648,DB06718
649,DB06803
650,DB08799
651,DB08800
652,DB08801
653,DB08802
654,DB08803
655,DB08804
656,DB08820
657,DB08824
658,DB08835
659,DB08896
660,DB08901
661,DB08906
662,DB08907
663,D102100
664,D102300
665,D102400
666,D102500
667,D103100
668,D103230
669,D103285
670,D103780
671,D104130
672,D104300
673,D104310
674,D106100
675,D106400
676,D107320
677,D107550
678,D107650
679,D109100
680,D109200
681,D109350
682,D109543
683,D109800
684,D110100
685,D113610
686,D113800
687,D114480
688,D114500
689,D114550
690,D114580
691,D115000
692,D115195
693,D115300
694,D115645
695,D119500
696,D121200
697,D121201
698,D124200
699,D125310
700,D125320
701,D125600
702,D125700
703,D125850
704,D125851
705,D125852
706,D125853
707,D126200
708,D127350
709,D127750
710,D128101
711,D131200
712,D131300
713,D131440
714,D132090
715,D132100
716,D132300
717,D133239
718,D133600
719,D133690
720,D134430
721,D134500
722,D134510
723,D134520
724,D134600
725,D134750
726,D135550
727,D136200
728,D137215
729,D137400
730,D137580
731,D137750
732,D137760
733,D137800
734,D138800
735,D140300
736,D140600
737,D140850
738,D143100
739,D143465
740,D143500
741,D143880
742,D143890
743,D144010
744,D144110
745,D144250
746,D144400
747,D144650
748,D144700
749,D145100
750,D145200
751,D145500
752,D145590
753,D145600
754,D145750
755,D146110
756,D146200
757,D146255
758,D146500
759,D146700
760,D146850
761,D147480
762,D147530
763,D147540
764,D148000
765,D148100
766,D150600
767,D151380
768,D151400
769,D151590
770,D152700
771,D153800
772,D153880
773,D154275
774,D154276
775,D155100
776,D155600
777,D155601
778,D156000
779,D156190
780,D157300
781,D157700
782,D157950
783,D158280
784,D160300
785,D160750
786,D161400
787,D161900
788,D164230
789,D165150
790,D165199
791,D165720
792,D166300
793,D166710
794,D166760
795,D167320
796,D167870
797,D168100
798,D168600
799,D168601
800,D170900
801,D171300
802,D173200
803,D174800
804,D175100
805,D175505
806,D176800
807,D176807
808,D178600
809,D179600
810,D181000
811,D181460
812,D181500
813,D182000
814,D182280
815,D182830
816,D184700
817,D187360
818,D187950
819,D188030
820,D188050
821,D188470
822,D188890
823,D189600
824,D189800
825,D190300
826,D190310
827,D190400
828,D191100
829,D191390
830,D191800
831,D192000
832,D192200
833,D193200
834,D193400
835,D194070
836,D194200
837,D200170
838,D202370
839,D202400
840,D203700
841,D205700
842,D206200
843,D208085
844,D208230
845,D208300
846,D208550
847,D208700
848,D208750
849,D208920
850,D209850
851,D210050
852,D211980
853,D212050
854,D212110
855,D212112
856,D212130
857,D212140
858,D212350
859,D215140
860,D215470
861,D217150
862,D217200
863,D218200
864,D218800
865,D219700
866,D219750
867,D219800
868,D220100
869,D220120
870,D222100
871,D223350
872,D225740
873,D225755
874,D226000
875,D226150
876,D227300
877,D230450
878,D230800
879,D230900
880,D231000
881,D231090
882,D231200
883,D231900
884,D233100
885,D233810
886,D234700
887,D236000
888,D237450
889,D237500
890,D238800
891,D239350
892,D240200
893,D240400
894,D241100
895,D241519
896,D242100
897,D243200
898,D246300
899,D246400
900,D246470
901,D247200
902,D247640
903,D248190
904,D249100
905,D250790
906,D252320
907,D254200
908,D254400
909,D254450
910,D254500
911,D254770
912,D254800
913,D255900
914,D256370
915,D256700
916,D257200
917,D257220
918,D258360
919,D259050
920,D259500
921,D259660
922,D260300
923,D260480
924,D260570
925,D260970
926,D261100
927,D261515
928,D263300
929,D263800
930,D264120
931,D264700
932,D265400
933,D266120
934,D266600
935,D267730
936,D267740
937,D268220
938,D268320
939,D270960
940,D273300
941,D273800
942,D275000
943,D276300
944,D277350
945,D277440
946,D277460
947,D277480
948,D277730
949,D277900
950,D278200
951,D300100
952,D300125
953,D300136
954,D300232
955,D300425
956,D300491
957,D300494
958,D300495
959,D300496
960,D303110
961,D304790
962,D304900
963,D305300
964,D307700
965,D308205
966,D308350
967,D308600
968,D310468
969,D311360
970,D312910
971,D540000
972,D556500
973,D600081
974,D600082
975,D600116
976,D600131
977,D600263
978,D600319
979,D600351
980,D600467
981,D600496
982,D600631
983,D600634
984,D600803
985,D600807
986,D600808
987,D601004
988,D601042
989,D601208
990,D601318
991,D601367
992,D601518
993,D601608
994,D601626
995,D601665
996,D601666
997,D601682
998,D601744
999,D601887
1000,D601888
1001,D601941
1002,D601942
1003,D602068
1004,D602080
1005,D602096
1006,D602134
1007,D602404
1008,D602439
1009,D602522
1010,D603165
1011,D603266
1012,D603388
1013,D604302
1014,D604416
1015,D604827
1016,D605021
1017,D605055
1018,D605218
1019,D605480
1020,D605526
1021,D605804
1022,D605805
1023,D605839
1024,D605841
1025,D605844
1026,D606054
1027,D606324
1028,D606369
1029,D606703
1030,D606764
1031,D606798
1032,D606889
1033,D607060
1034,D607154
1035,D607202
1036,D607225
1037,D607373
1038,D607411
1039,D607459
1040,D607498
1041,D607499
1042,D607501
1043,D607508
1044,D607516
1045,D607554
1046,D607616
1047,D607625
1048,D607628
1049,D607631
1050,D607681
1051,D607682
1052,D607685
1053,D607688
1054,D607822
1055,D607850
1056,D608013
1057,D608033
1058,D608049
1059,D608088
1060,D608105
1061,D608217
1062,D608232
1063,D608266
1064,D608320
1065,D608437
1066,D608456
1067,D608583
1068,D608622
1069,D608636
1070,D608895
1071,D608907
1072,P22888
1073,P30968
1074,P30518
1075,P37288
1076,P47901
1077,P49069
1078,P62937
1079,P30405
1080,Q99707
1081,P22033
1082,Q9UBK8
1083,Q8IVH4
1084,Q9Y4U1
1085,P42898
1086,P22303
1087,P49585
1088,O14939
1089,P06276
1090,Q13393
1091,Q8TCT1
1092,P36544
1093,P35228
1094,O43246
1095,Q8WY07
1096,P30825
1097,P29474
1098,Q96A70
1099,P04424
1100,P00966
1101,P78540
1102,O00469
1103,O14832
1104,O60568
1105,P09172
1106,P19021
1107,Q8IVL5
1108,Q8IVL6
1109,Q8N543
1110,Q96Q83
1111,Q9BY66
1112,Q02809
1113,Q9NXG6
1114,Q9GZT9
1115,Q96KS0
1116,Q9H6Z9
1117,Q9Y478
1118,Q9NR19
1119,Q07343
1120,P33121
1121,Q13131
1122,P16220
1123,Q08499
1124,P49773
1125,P09467
1126,P55263
1127,P54646
1128,Q9UGJ0
1129,Q9UGI9
1130,P11473
1131,P31260
1132,P15291
1133,P54802
1134,P51606
1135,Q9H3S4
1136,Q9Y698
1137,Q9UF02
1138,Q9BXT2
1139,P54289
1140,Q9NY47
1141,Q8IZS8
1142,Q13936
1143,Q01668
1144,O60840
1145,Q13698
1146,O00305
1147,Q00975
1148,O00555
1149,Q15878
1150,O43497
1151,O95180
1152,Q9P0X4
1153,P14207
1154,P15328
1155,P35354
1156,P23219
1157,P37231
1158,Q03181
1159,O60427
1160,O60488
1161,O14842
1162,P32418
1163,Q8NER1
1164,Q07869
1165,Q9BYV1
1166,P80404
1167,P49588
1168,P21549
1169,Q16719
1170,P43007
1171,Q7Z2H8
1172,P24298
1173,Q9UHI5
1174,Q8TD30
1175,Q5JTZ9
1176,O94788
1177,P00352
1178,Q92781
1179,P47895
1180,Q96NR8
1181,O95237
1182,O75911
1183,Q8TC12
1184,P05090
1185,P41222
1186,P09917
1187,O76054
1188,Q9UDX4
1189,P05771
1190,O75469
1191,P17252
1192,P23743
1193,P67775
1194,O00764
1195,P41252
1196,P54687
1197,P45954
1198,O15382
1199,Q9NSE4
1200,P04035
1201,Q92769
1202,P31645
1203,Q12809
1204,P30556
1205,P12821
1206,P46663
1207,P04278
1208,P04150
1209,Q9UBS5
1210,O75899
1211,Q05940
1212,Q01959
1213,Q16568
1214,Q96RJ0
1215,P23975
1216,P35348
1217,P35368
1218,P25100
1219,P08913
1220,P18089
1221,P08588
1222,P07550
1223,P13945
1224,P14416
1225,P27338
1226,P21397
1227,P14867
1228,P47869
1229,P34903
1230,P48169
1231,P31644
1232,Q16445
1233,P18505
1234,P47870
1235,P28472
1236,O14764
1237,P18507
1238,Q99928
1239,Q9UN88
1240,P28074
1241,P20618
1242,P20711
1243,P01303
1244,P35372
1245,P28335
1246,P41145
1247,P41143
1248,P20309
1249,P11229
1250,P25103
1251,Q99250
1252,Q05586
1253,Q12879
1254,Q13224
1255,Q14957
1256,O15399
1257,O60391
1258,P30542
1259,Q9BXJ7
1260,O60494
1261,P21817
1262,P29274
1263,P54750
1264,Q01064
1265,Q14123
1266,Q9Y233
1267,P27815
1268,Q08493
1269,Q9NP56
1270,O00408
1271,Q14432
1272,Q13370
1273,O76074
1274,Q9HCR9
1275,Q13946
1276,O60658
1277,O95263
1278,O76083
1279,P16499
1280,P35913
1281,P78527
1282,O00329
1283,P42336
1284,P42338
1285,Q14643
1286,Q14571
1287,Q14573
1288,Q13315
1289,P29275
1290,P0DMS8
1291,P18545
1292,O95069
1293,P54219
1294,O15392
1295,Q9H244
1296,P10826
1297,P13631
1298,P28702
1299,P48443
1300,P19793
1301,P05412
1302,O60603
1303,P10276
1304,P17174
1305,P20648
1306,O94760
1307,Q13621
1308,P55011
1309,P35367
1310,P28221
1311,P28222
1312,P08908
1313,P11388
1314,Q14654
1315,P48048
1316,Q09428
1317,P20701
1318,P00915
1319,P00918
1320,P22748
1321,P43681
1322,P42262
1323,Q13002
1324,P23921
1325,P31350
1326,Q7LG56
1327,P09884
1328,Q07864
1329,Q9NRF9
1330,Q9NR33
1331,P00491
1332,O15111
1333,O14920
1334,P05164
1335,P21728
1336,P21918
1337,P28223
1338,P35462
1339,P21917
1340,P50406
1341,P34969
1342,P08172
1343,P08173
1344,P46098
1345,O95264
1346,P41595
1347,Q14524
1348,P35498
1349,Q07699
1350,Q9NY46
1351,Q9UQD0
1352,P03372
1353,P62508
1354,Q92731
1355,P11474
1356,O95718
1357,Q15596
1358,P10275
1359,O15554
1360,Q8TDS4
1361,P00390
1362,Q9Y5Y9
1363,Q9UI33
1364,P35499
1365,Q01118
1366,Q15858
1367,P39086
1368,Q13003
1369,Q16099
1370,P07451
1371,P02763
1372,P02768
1373,Q8TCT9
1374,Q15155
1375,P09874
1376,Q7Z5B4
1377,P00734
1378,P10827
1379,P10828
1380,P12004
1381,Q9NZV8
1382,Q9UK17
1383,P19652
1384,P00533
1385,P14324
1386,O95749
1387,P42574
1388,P55211
1389,O43451
1390,P10253
1391,P14410
1392,P04746
1393,P43088
1394,P48549
1395,P18858
1396,P49916
1397,Q9Y6Y9
1398,P34995
1399,P00747
1400,P06401
1401,Q9H252
1402,Q9NS40
1403,Q9UKV0
1404,Q02218
1405,P51649
1406,O60939
1407,Q9NY72
1408,Q8IWT1
1409,Q15185
1410,P04629
1411,Q16620
1412,O43526
1413,Q09470
1414,P25021
1415,Q9H3N8
1416,Q99720
1417,O43525
1418,P21964
1419,P16066
1420,P14555
1421,Q8N8N7
1422,Q04760
1423,Q9Y5Y4
1424,P42330
1425,Q16134
1426,P21695
1427,P32297
1428,P17787
1429,P42345
1430,P62942
1431,P35869
1432,P00797
1433,Q12791
1434,P11511
1435,P05108
1436,P07437
1437,P09211
1438,P09038
1439,P01133
1440,P02671
1441,P02675
1442,P02679
1443,Q14994
1444,P18405
1445,P00439
1446,P43119
1447,Q02880
1448,P17405
1449,P23141
1450,P51168
1451,P37088
1452,P51172
1453,P51170
1454,P05023
1455,P08235
1456,P05093
1457,P35916
1458,P04049
1459,P35968
1460,P15056
1461,P36888
1462,P09619
1463,P10721
1464,P11362
1465,P07949
1466,P17948
1467,P01008
1468,P05546
1469,Q16739
1470,P31213
1471,Q9H8P0
1472,P11168
1473,O60502
1474,P55017
1475,P47989
1476,P04818
1477,P30085
1478,P10636
1479,P06756
1480,P05106
1481,O95259
1482,P04070
1483,P07225
1484,P14770
1485,P21554
1486,P34972
1487,Q9Y271
1488,Q15822
1489,P30926
1490,P61024
1491,P0DP23
1492,Q96SW2
1493,O14788
1494,P33151
1495,P50453
1496,P04155
1497,O15530
1498,Q14697
1499,Q99705
1500,O00264
1501,P04839
1502,P13498
1503,P14598
1504,P19878
1505,Q15080
1506,P63000
1507,P15153
1508,P29372
1509,P01023
1510,P02787
1511,O00244
1512,P17936
1513,Q15238
1514,P05091
1515,Q14353
1516,P07998
1517,P78352
1518,P68366
1519,P51857
1520,P14679
1521,P07202
1522,P00813
1523,P02708
1524,P42261
1525,P24530
1526,P25101
1527,P00374
1528,P31939
1529,P00742
1530,Q71U36
1531,P23258
1532,P23415
1533,O76082
1534,P23786
1535,P50416
1536,P43155
1537,O43772
1538,Q9H015
1539,P47712
1540,P04083
1541,P07355
1542,P12429
1543,P09525
1544,P08758
1545,P19801
1546,Q16515
1547,P78348
1548,P19634
1549,P00749
1550,P08183
1551,Q13639
1552,P15121
1553,P27361
1554,O60218
1555,P01375
1556,Q9NR96
1557,P09429
1558,P09488
1559,Q9BYF1
1560,P11274
1561,P07333
1562,P16234
1563,Q08345
1564,P00519
1565,P49019
1566,Q15274
1567,P40261
1568,P29074
1569,Q13332
1570,P23469
1571,P38606
1572,P22102
1573,P41594
1574,Q15125
1575,Q05655
1576,Q02156
1577,P05129
1578,P41743
1579,Q04759
1580,Q05513
1581,P45983
1582,Q9BQB6
1583,P05230
1584,P08620
1585,Q9HC97
1586,Q9Y2I1
1587,Q9NS75
1588,P21462
1589,Q13258
1590,P07900
1591,Q16558
1592,Q86W47
1593,Q9H2S1
1594,Q9UGI6
1595,Q86U10
1596,P26358
1597,Q9Y6K1
1598,Q9NYK1
1599,Q9NR97
1600,Q8NFJ5
1601,P49788
1602,P31025
1603,Q9NY56
1604,P02753
1605,Q16654
1606,O43174
1607,Q9NR63
1608,O60760
1609,P04156
1610,Q9UM07
1611,P11387
1612,P07101
1613,Q9Y5N1
1614,P23297
1615,P80511
1616,P04271
1617,Q99584
1618,P29034
1619,P43116
1620,P08514
1621,Q16853
1622,Q99527
1623,P00846
1624,Q14457
1625,Q6FHJ7
1626,Q9UPY5
1627,P24752
1628,P24557
1629,P04054
1630,P21589
1631,O43570
1632,Q9ULX7
1633,P43166
1634,P29972
1635,P63316
1636,P26447
1637,P07288
1638,P29475
1639,P01584
1640,Q00653
1641,P19838
1642,P49146
1643,P52209
1644,O95644
1645,P18846
1646,P15336
1647,P18847
1648,P18848
1649,Q9Y2D1
1650,P18850
1651,P17544
1652,P01100
1653,P60568
1654,Q9H2X9
1655,P13569
1656,P23416
1657,P48058
1658,P42263
1659,P48051
1660,P19320
1661,Q99808
1662,P48544
1663,P30532
1664,Q05901
1665,Q14542
1666,P32004
1667,Q9UJU2
1668,P43115
1669,P30531
1670,P35218
1671,P35219
1672,Q16790
1673,Q9NS85
1674,O75493
1675,Q8N1Q1
1676,P35408
1677,P41146
1678,O00206
1679,Q06278
1680,Q04828
1681,P04637
1682,P11021
1683,P51812
1684,P25963
1685,P29466
1686,P28482
1687,P31152
1688,Q16659
1689,Q13164
1690,P24385
1691,P01106
1692,Q16873
1693,Q9UHC9
1694,P35610
1695,P15144
1696,P53805
1697,P06746
1698,P00441
1699,P30044
1700,Q9NR82
1701,Q14978
1702,P25815
1703,P25024
1704,P41180
1705,O60706
1706,O95342
1707,O95477
1708,Q15842
1709,Q8TD43
1710,P14780
1711,P15692
1712,P99999
1713,P53779
1714,Q15759
1715,P53778
1716,O15264
1717,Q16539
1718,P45984
1719,P08686
1720,P00492
1721,Q06203
1722,P20839
1723,Q9NPA2
1724,P21802
1725,O75311
1726,P48167
1727,P51788
1728,P10415
1729,P07204
1730,P12104
1731,P07359
1732,P31151
1733,P27986
1734,O00459
1735,Q92569
1736,P48039
1737,P49286
1738,P11678
1739,P27797
1740,P46597
1741,P16083
1742,Q99677
1743,P43657
1744,P51575
1745,Q9UBL9
1746,P56373
1747,Q99571
1748,Q93086
1749,O15547
1750,Q99572
1751,P47900
1752,Q96G91
1753,Q9BPV8
1754,P41231
1755,P51582
1756,Q86VZ1
1757,P16389
1758,P22001
1759,P22459
1760,P22460
1761,P17658
1762,Q14721
1763,P48547
1764,Q96PR1
1765,Q14003
1766,Q03721
1767,P15382
1768,Q9Y6J6
1769,Q9Y6H6
1770,Q8WWG9
1771,Q9ULD8
1772,Q9UQ05
1773,Q8NCM2
1774,Q96L42
1775,P51787
1776,P56696
1777,Q9BQ31
1778,Q8TDN2
1779,Q14722
1780,Q13303
1781,P27707
1782,P27487
1783,P12235
1784,P05141
1785,P12236
1786,P16233
1787,P49327
1788,P00750
1789,P63252
1790,P48050
1791,Q86YN6
1792,P38435
1793,Q05209
1794,P29350
1795,Q9Y487
1796,Q13488
1797,Q9HBG4
1798,P21281
1799,P15313
1800,Q8N8Y2
1801,P36543
1802,O75348
1803,O95670
1804,Q9UI12
1805,P16860
1806,P17302
1807,P16581
1808,Q16665
1809,P01137
1810,Q16850
1811,Q16881
1812,P31749
1813,P38936
1814,Q13547
1815,P29590
1816,P49888
1817,P80365
1818,P30049
1819,P03886
1820,P98194
1821,O75185
1822,P20020
1823,Q01814
1824,Q16720
1825,P23634
1826,O14983
1827,P16615
1828,Q92736
1829,P11137
1830,P08253
1831,P09960
1832,Q7L0J3
1833,Q9H4B7
1834,P27816
1835,P51843
1836,Q16647
1837,Q9Y6L6
1838,Q8TCC7
1839,O94956
1840,Q9NPD5
1841,P51580
1842,P01579
1843,P12931
1844,P29317
1845,P06239
1846,P51692
1847,P42684
1848,P06241
1849,Q06187
1850,Q92570
1851,P41240
1852,P54756
1853,P54760
1854,P11142
1855,P07948
1856,Q9NYL2
1857,P04626
1858,Q9UBC3
1859,P27169
1860,P40933
1861,P49841
1862,P29218
1863,O14732
1864,P13500
1865,Q9HAB3
1866,Q9BY41
1867,O15379
1868,Q9UBN7
1869,P39023
1870,P30411
1871,Q04609
1872,Q02763
1873,Q16832
1874,P22607
1875,P22455
1876,P31639
1877,Q96LZ3
1878,Q9Y5K3
1879,Q54873
1880,P24300
1881,O75936
1882,Q32P28
1883,P13674
1884,Q6N063
1885,Q6NS38
1886,Q9NVH6
1887,Q08828
1888,O43741
1889,P54619
1890,Q969G6
1891,P0AFU8
1892,P30043
1893,O60513
1894,Q9UJ70
1895,Q9UK23
1896,Q06432
1897,O60359
1898,Q9UBN1
1899,P62955
1900,Q8WXS5
1901,Q7Z3S7
1902,Q02641
1903,Q08289
1904,P54284
1905,P41439
1906,Q9Y697
1907,Q8IUZ5
1908,Q9BTZ2
1909,Q8NBN7
1910,Q6NUM9
1911,Q9HBH5
1912,Q9NYR8
1913,Q9UDX3
1914,P62714
1915,P18825
1916,Q99870
1917,P78334
1918,Q8N1C3
1919,O00591
1920,Q693P7
1921,Q8TCU5
1922,O43193
1923,P20061
1924,P51160
1925,Q13956
1926,Q14500
1927,P30939
1928,P43700
1929,P43702
1930,P56282
1931,P9WJI5
1932,P28566
1933,P08912
1934,Q8WXA8
1935,Q70Z44
1936,A5X5Y0
1937,P47898
1938,P10613
1939,Q16478
1940,Q99829
1941,Q9Y4R7
1942,O00180
